id;periodo;central;agente;agente_descripcion;region;categoria_region;tipo_maquina;fuente_generacion;tecnologia;potencia_instalada_mw;fecha_proceso;lote_id_log;mes;indice_tiempo;anio
14963;1/9/2019 00:00;CORTEO;PECORTIG;P.EOLICO CORTI;BUENOS AIRES;Gba - Litoral - Buenos Aires;EO;Renovable;Eólica;100;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14964;1/9/2019 00:00;MANAEO;PEMBEHRG;P.EOLICO MANANTIALES BEHR;PATAGONICA;Patagonia;EO;Renovable;Eólica;99;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14965;1/9/2019 00:00;CALOFV;CFCALDEG;C.FOTOV.CALDENES DEL OESTE;CENTRO;Centro;FV;Renovable;Solar;24.75;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14966;1/9/2019 00:00;SJU2FV;PFOTOSJG;PTA FOTOVOLTAICA S.JUAN I-EPSE;CUYO;Cuyo;FV;Renovable;Solar;0.48;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14967;1/9/2019 00:00;LCASEO;PECASTEG;P.EOLICO LA CASTELLANA;BUENOS AIRES;Gba - Litoral - Buenos Aires;EO;Renovable;Eólica;100.8;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14968;1/9/2019 00:00;ACHIEO;PEACHIRG;P.EOLICO ACHIRAS;CENTRO;Centro;EO;Renovable;Eólica;48;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14969;1/9/2019 00:00;BRC2;CBIO2R1G;C.BIOELECT.R.CUARTO2 REN1;CENTRO;Centro;BG;Renovable;Biogas;1.2;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14970;1/9/2019 00:00;BRC2;CBIO2R2G;C.BIOELECT.R.CUARTO2 REN2;CENTRO;Centro;BG;Renovable;Biogas;1.2;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14971;1/9/2019 00:00;LLOMFV;PFLOMITG;PQUE FOTOVOLTAICO LAS LOMITAS;CUYO;Cuyo;FV;Renovable;Solar;1.7;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14972;1/9/2019 00:00;CUMBFV;PFCUMBRG;PQUE FOTOVOLTAICO LA CUMBRE;CENTRO;Centro;FV;Renovable;Solar;22;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14973;1/9/2019 00:00;CHEPFV;PFCHEPEG;PARQUE SOLAR CHEPES;NOROESTE;Noa;FV;Renovable;Solar;2;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14974;1/9/2019 00:00;PMA1EO;PEMADR1G;P.EOLICO MADRYN 1 GENNEIA;PATAGONICA;Patagonia;EO;Renovable;Eólica;71.1;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14975;1/9/2019 00:00;GARAEO;PEGARAYG;P.EOLICO GARAYALDE;PATAGONICA;Patagonia;EO;Renovable;Eólica;24.15;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14976;1/9/2019 00:00;ULN2FV;PSULLU2G;PQUE SOLAR ULLUM 2;CUYO;Cuyo;FV;Renovable;Solar;25;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14977;1/9/2019 00:00;VLONEO;PEVILLAG;P.EOLICO VILLALONGA;BUENOS AIRES;Gba - Litoral - Buenos Aires;EO;Renovable;Eólica;51.75;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14978;1/9/2019 00:00;NONOFV;PFNONOGG;PQUE FOTOVOLTAICO NONOGASTA;NOROESTE;Noa;FV;Renovable;Solar;35;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14979;1/9/2019 00:00;ULN1FV;PSULLU1G;PQUE SOLAR ULLUM 1;CUYO;Cuyo;FV;Renovable;Solar;25;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14980;1/9/2019 00:00;CHNOEO;PECHUB1G;P.EOLICO CHUBUT NOR 1 GENNEIA;PATAGONICA;Patagonia;EO;Renovable;Eólica;28.8;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14981;1/9/2019 00:00;ULL3FV;PSULLU3G;PQUE SOLAR ULLUM 3;CUYO;Cuyo;FV;Renovable;Solar;32;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14982;1/9/2019 00:00;SAUJFV;PSSAUJIG;PQUE SOLAR SAUJIL;NOROESTE;Noa;FV;Renovable;Solar;22.5;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14983;1/9/2019 00:00;CUM2FV;PFCUMB2G;PQUE FOTOV.LA CUMBRE 2 MATER;CENTRO;Centro;FV;Renovable;Solar;4;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14984;1/9/2019 00:00;VLO2EO;GENNEIAG;GENNEIA S.A.EOLICOS;BUENOS AIRES;Gba - Litoral - Buenos Aires;EO;Renovable;Eólica;3.45;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14985;1/9/2019 00:00;LLANFV;PSPLLANG;PQUE SOLAR PQUE DE LOS LLANOS;NOROESTE;Noa;FV;Renovable;Solar;12;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14986;1/9/2019 00:00;ALU1EO;PEALUARG;P.EOLICO ALUAR I MATER;PATAGONICA;Patagonia;EO;Renovable;Eólica;50.4;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14987;1/9/2019 00:00;BICEEO;PEBICE1G;P.EOLICO BICENTENARIO 1;PATAGONICA;Patagonia;EO;Renovable;Eólica;100.8;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14988;1/9/2019 00:00;IGLEFV;PFCSOLAG;PQUE FOTOV. CORDILLERA SOLAR;CUYO;Cuyo;FV;Renovable;Solar;80;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14989;1/9/2019 00:00;ENRS;CTENSENG;BIOGAS RS CT ENSENADA SECCO;GRAN BS.AS.;Gba - Litoral - Buenos Aires;BG;Renovable;Biogas;5.3;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14990;1/9/2019 00:00;AVEL;CTAVELLG;BIOGAS CT AVELLANEDA SECCO;LITORAL;Gba - Litoral - Buenos Aires;BG;Renovable;Biogas;6.3;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14991;1/9/2019 00:00;TIN2FV;PSTINO2G;PQUE SOLAR TINOGASTA II;NOROESTE;Noa;FV;Renovable;Solar;7;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14992;1/9/2019 00:00;BIC2EO;PEBICE2G;P.EOLICO BICENTENARIO 2;PATAGONICA;Patagonia;EO;Renovable;Eólica;25.2;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14993;1/9/2019 00:00;BANDEO;PEBANDEG;P.EOLICO LA BANDERITA;COMAHUE;Comahue;EO;Renovable;Eólica;39.6;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14994;1/9/2019 00:00;TINOFV;PSTINO1G;PQUE SOLAR TINOGASTA I;NOROESTE;Noa;FV;Renovable;Solar;15;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14995;1/9/2019 00:00;PAMEEO;PEPAMPAG;P.EOLICO PAMPA ENERGIA;BUENOS AIRES;Gba - Litoral - Buenos Aires;EO;Renovable;Eólica;50.4;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14996;1/9/2019 00:00;BAHIEO;PEBAHIAG;P.EOLICO DE LA BAHIA;BUENOS AIRES;Gba - Litoral - Buenos Aires;EO;Renovable;Eólica;50.4;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14997;1/9/2019 00:00;PMA2EO;PEMADR2G;P.EOLICO MADRYN 2 GENNEIA;PATAGONICA;Patagonia;EO;Renovable;Eólica;151.2;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14998;1/9/2019 00:00;ULL4FV;CFULLUMG;C.FOTOV. ULLUM IV SOLARGEN;CUYO;Cuyo;FV;Renovable;Solar;13.5;2019-11-13 15:03:04.578873;59;9;2019-09;2019
14999;1/9/2019 00:00;LCA2EO;PECAST2G;P.EOLICO LA CASTELLANA 2;BUENOS AIRES;Gba - Litoral - Buenos Aires;EO;Renovable;Eólica;14.4;2019-11-13 15:03:04.578873;59;9;2019-09;2019
15000;1/9/2019 00:00;CAFAFV;PFCAFAYG;PARQUE FOTOV. CAFAYATE;NOROESTE;Noa;FV;Renovable;Solar;80;2019-11-13 15:03:04.578873;59;9;2019-09;2019
15001;1/9/2019 00:00;UL42FV;CFULLU2G;C.FOTOV. ULLUM SOLARGEN2 MATER;CUYO;Cuyo;FV;Renovable;Solar;6.5;2019-11-13 15:03:04.578873;59;9;2019-09;2019
15002;1/9/2019 00:00;POM1EO;PEPOMO1G;P.EOLICO POMONA 1 - RENOVAR;COMAHUE;Comahue;EO;Renovable;Eólica;101.4;2019-11-13 15:03:04.578873;59;9;2019-09;2019
15003;1/9/2019 00:00;OBEM;EMISSANG;EMSA GENERACION;NORESTE;Nea;DI;Térmica;Motor Diesel;16.8;2019-11-13 15:03:04.578873;59;9;2019-09;2019
15004;1/9/2019 00:00;POM2EO;GENNEIAG;GENNEIA S.A.EOLICOS;COMAHUE;Comahue;EO;Renovable;Eólica;11.7;2019-11-13 15:03:04.578873;59;9;2019-09;2019
15005;1/9/2019 00:00;LEAL;ILEALESC;CTBM INGENIO LEALES;NOROESTE;Noa;TV;Térmica;Turbovapor;2;2019-11-13 15:03:04.578873;59;9;2019-09;2019
15006;1/9/2019 00:00;DIA2EO;PEDIADEG;P.EOLICO DIADEMA 2;PATAGONICA;Patagonia;EO;Renovable;Eólica;27.6;2019-11-13 15:03:04.578873;59;9;2019-09;2019
15007;1/9/2019 00:00;PASIFV;PSPASIPG;PQUE SOLAR FTV PASIP PALMIRA;CUYO;Cuyo;FV;Renovable;Solar;1.15;2019-11-13 15:03:04.578873;59;9;2019-09;2019
15008;1/9/2019 00:00;CITR;CTCITRUG;BIOGAS CTBG CITRUSVIL-ALCOVIL;NOROESTE;Noa;DI;Renovable;Biogas;3;2019-11-13 15:03:04.578873;59;9;2019-09;2019
15009;1/9/2019 00:00;CSOLFV;PFCERROG;PQUE FOTOV.CERROS DEL SOL;CENTRO;Centro;FV;Renovable;Solar;5;2019-11-13 15:03:04.578873;59;9;2019-09;2019
15010;1/9/2019 00:00;FIAMFV;PSFIAMBG;PQUE SOLAR FIAMBALA;NOROESTE;Noa;FV;Renovable;Solar;11;2019-11-13 15:03:04.578873;59;9;2019-09;2019
15011;1/9/2019 00:00;GNV2EO;PEGENO2G;P.EOLICO LA GENOVEVA II MATER;BUENOS AIRES;Gba - Litoral - Buenos Aires;EO;Renovable;Eólica;41.8;2019-11-13 15:03:04.578873;59;9;2019-09;2019
15012;1/11/2019 00:00;ABRO;CTBROWNG;C.T. ALMIRANTE BROWN;GRAN BS.AS.;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;25;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15013;1/11/2019 00:00;ACAJ;CAPEXSAG;C.T. AGUA DEL CAJON;COMAHUE;Comahue;TG;Térmica;Ciclos Combinados;184.4;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15014;1/11/2019 00:00;ADTOHI;HIDIAMAG;H. DIAMANTE SA;CUYO;Cuyo;HI;Hidráulica;Hidráulica;150;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15015;1/11/2019 00:00;AESP;CTAESPAG;C.T. AES PARANA;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Ciclos Combinados;525.96;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15016;1/11/2019 00:00;AESP;CTAESPAG;C.T. AES PARANA;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;24.25;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15017;1/11/2019 00:00;AESP;CTAESPAG;C.T. AES PARANA;BUENOS AIRES;Gba - Litoral - Buenos Aires;TV;Térmica;Ciclos Combinados;319.3;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15018;1/11/2019 00:00;ALEM;CTALEMAG;CT ALEM - AGGREKO;NORESTE;Nea;DI;Térmica;Motor Diesel;15;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15019;1/11/2019 00:00;ALICHI;HALICURG;AES ALICURA.;COMAHUE;Comahue;HI;Hidráulica;Hidráulica;1050;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15020;1/11/2019 00:00;AMEGHI;HAMEGHIG;HIDROELECTRICA AMEGHINO SA;PATAGONICA;Patagonia;HR;Renovable;Hidráulica Renovable;46.8;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15021;1/11/2019 00:00;ANAT;CTANA2SG;CT AÑATUYA II - SULLAIR;NOROESTE;Noa;DI;Térmica;Motor Diesel;11.5;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15022;1/11/2019 00:00;ANAT;CTANATSG;CT AÑATUYA - SULLAIR;NOROESTE;Noa;DI;Térmica;Motor Diesel;19.2;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15023;1/11/2019 00:00;ARA2EO;PEARAU2G;PARQUE EOLICO ARAUCO II SAPEM;NOROESTE;Noa;EO;Renovable;Eólica;25.2;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15024;1/11/2019 00:00;ARAUEO;PEARAUCG;PARQUE EOLICO ARAUCO SAPEM;NOROESTE;Noa;EO;Renovable;Eólica;25.2;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15025;1/11/2019 00:00;ARGE;SIDERCAC;SIDERCA SA(EX ARGENER-GEN.PAR);BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;163.3;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15026;1/11/2019 00:00;ARIS;CTARIVSG;CT ARISTOBU.DEL VALLE-SOENERGY;NORESTE;Nea;DI;Térmica;Motor Diesel;15;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15027;1/11/2019 00:00;ARMA;CTLARM2G;CT LAS ARMAS II - EMGASUD;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;23.37;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15028;1/11/2019 00:00;ARMA;CTLARMAG;CT LAS ARMAS - EMGASUD;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;10.4;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15029;1/11/2019 00:00;ARRE;CTARREAG;CT ARRECIFES-AGGREKO;BUENOS AIRES;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;20;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15030;1/11/2019 00:00;ARROHI;HCHOCONG;HIDROELECTRICA EL CHOCON SA;COMAHUE;Comahue;HI;Hidráulica;Hidráulica;127.8;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15031;1/11/2019 00:00;ATU2;NUCLEOEG;NUCLEOELECTRICA ARG. SA;BUENOS AIRES;Gba - Litoral - Buenos Aires;NU;Nuclear;Nuclear;745;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15032;1/11/2019 00:00;ATUC;NUCLEOEG;NUCLEOELECTRICA ARG. SA;BUENOS AIRES;Gba - Litoral - Buenos Aires;NU;Nuclear;Nuclear;362;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15033;1/11/2019 00:00;AVAL;CTALVALG;C.TERMICA ALTO VALLE;COMAHUE;Comahue;TG;Térmica;Ciclos Combinados;50;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15034;1/11/2019 00:00;AVAL;CTALVALG;C.TERMICA ALTO VALLE;COMAHUE;Comahue;TG;Térmica;Turbina a gas;16;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15035;1/11/2019 00:00;AVAL;CTALVALG;C.TERMICA ALTO VALLE;COMAHUE;Comahue;TV;Térmica;Ciclos Combinados;30;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15036;1/11/2019 00:00;BARI;CTBARISG;CT BARILOCHE;COMAHUE;Comahue;DI;Térmica;Motor Diesel;20;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15037;1/11/2019 00:00;BBLA;CPBUENAG;CENTRAL PIEDRABUENA S.A.;BUENOS AIRES;Gba - Litoral - Buenos Aires;TV;Térmica;Turbovapor;620;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15038;1/11/2019 00:00;BLOP;CTBRILOG;CT BRIGADIER LOPEZ;LITORAL;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;280;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15039;1/11/2019 00:00;BRAG;CTBRAGAG;CT BRAGADO - EMGASUD;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;49.8;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15040;1/11/2019 00:00;BROW;TGBROWNG;TERMOELECTRICA GUILLERMO BROWN;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;582.6;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15041;1/11/2019 00:00;BSAS;CCOSTANG;ENDESA COSTANERA SA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TG;Térmica;Ciclos Combinados;218.5;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15042;1/11/2019 00:00;BSAS;CCOSTANG;ENDESA COSTANERA SA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TV;Térmica;Ciclos Combinados;103.1;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15043;1/11/2019 00:00;BVIL;CTBELLSG;CT BELL VILLE - SULLAIR;CENTRO;Centro;DI;Térmica;Motor Diesel;15.6;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15044;1/11/2019 00:00;CACHHI;CEMPPOMG;CONSORCIO POTRERILLOS;CUYO;Cuyo;HI;Hidráulica;Hidráulica;120;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15045;1/11/2019 00:00;CADIHI;HTUCUMAG;HIDROELECTRICA TUCUMAN SA;NOROESTE;Noa;HR;Renovable;Hidráulica Renovable;12.6;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15046;1/11/2019 00:00;CALEHI;EPECORDG;EPEC GENERACION;CENTRO;Centro;HR;Renovable;Hidráulica Renovable;4.4;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15047;1/11/2019 00:00;CAPE;CAPEX-QA;CAPEX S.A. AUTOGENERADOR;COMAHUE;Comahue;TG;Térmica;Ciclos Combinados;176.1;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15048;1/11/2019 00:00;CAPE;CAPEX-QA;CAPEX S.A. AUTOGENERADOR;COMAHUE;Comahue;TV;Térmica;Ciclos Combinados;301;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15049;1/11/2019 00:00;CARRHI;CEMPPOMG;CONSORCIO POTRERILLOS;CUYO;Cuyo;HR;Renovable;Hidráulica Renovable;17;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15050;1/11/2019 00:00;CASSHI;EPECORDG;EPEC GENERACION;CENTRO;Centro;HR;Renovable;Hidráulica Renovable;16.2;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15051;1/11/2019 00:00;CAST;CTCASTAG;CT CASTELLI - AGGREKO;NORESTE;Nea;DI;Térmica;Motor Diesel;15;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15052;1/11/2019 00:00;CATA;EDECATKG;EDECAT GENERACION;NOROESTE;Noa;DI;Térmica;Motor Diesel;1.6;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15053;1/11/2019 00:00;CATD;CTCATASG;CT CATAMARCA - SECCO;NOROESTE;Noa;DI;Térmica;Motor Diesel;19.2;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15054;1/11/2019 00:00;CCOLHI;CHCARACG;C.H.LOS CARACOLES - EPSE;CUYO;Cuyo;HI;Hidráulica;Hidráulica;121.4;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15055;1/11/2019 00:00;CCORHI;AESJURAG;AES JURAMENTO;NOROESTE;Noa;HI;Hidráulica;Hidráulica;100.5;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15056;1/11/2019 00:00;CDPI;CTMENZAG;C. TERMICAS MENDOZA SA;CUYO;Cuyo;TG;Térmica;Turbina a gas;14;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15057;1/11/2019 00:00;CEJEHI;EPECORDG;EPEC GENERACION;CENTRO;Centro;HR;Renovable;Hidráulica Renovable;1.1;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15058;1/11/2019 00:00;CERE;CTCERSSG;CT CERES - SECCO;LITORAL;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;18;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15059;1/11/2019 00:00;CERI;ECOENERG;PAMPA ENERGIA SA;BUENOS AIRES;Gba - Litoral - Buenos Aires;TV;Térmica;Turbovapor;13.2;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15060;1/11/2019 00:00;CESPHI;CHCESPEG;CENTRAL HIDRAULICA CESPEDES;COMAHUE;Comahue;HR;Renovable;Hidráulica Renovable;5.2;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15061;1/11/2019 00:00;CHAR;CTCHARSG;CT CHARATA - SULLAIR;NORESTE;Nea;DI;Térmica;Motor Diesel;19.8;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15062;1/11/2019 00:00;CHI1FV;CFCHIM1G;C.FOTOV. CHIMBERAS 1;CUYO;Cuyo;FV;Renovable;Solar;2;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15063;1/11/2019 00:00;CHLE;CTCHILSG;CT CHILECITO - SECCO;NOROESTE;Noa;DI;Térmica;Motor Diesel;10;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15064;1/11/2019 00:00;CHOCHI;HCHOCONG;HIDROELECTRICA EL CHOCON SA;COMAHUE;Comahue;HI;Hidráulica;Hidráulica;1290;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15065;1/11/2019 00:00;CIPO;CTCIPOAG;CT CIPOLLETI - AGGREKO;COMAHUE;Comahue;DI;Térmica;Motor Diesel;5;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15066;1/11/2019 00:00;CIPOHI;CHCIPOLG;CENTRAL HIDRAULICA CIPOLLETTI;COMAHUE;Comahue;HR;Renovable;Hidráulica Renovable;5.4;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15067;1/11/2019 00:00;COLB;CTCOLBUG;CT COLON BS.AS - SULLAIR;BUENOS AIRES;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;15.3;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15068;1/11/2019 00:00;CONDHI;CEMPPOMG;CONSORCIO POTRERILLOS;CUYO;Cuyo;HI;Hidráulica;Hidráulica;54.4;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15069;1/11/2019 00:00;COROHI;GEMSAMEG;GENERADORA ELECTRICA MENDOZ.SA;CUYO;Cuyo;HR;Renovable;Hidráulica Renovable;6.64;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15070;1/11/2019 00:00;CORR;CTCORRAG;CT CORRIENTES - AGGREKO;NORESTE;Nea;DI;Térmica;Motor Diesel;20;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15071;1/11/2019 00:00;COST;CCOSTANG;ENDESA COSTANERA SA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TG;Térmica;Ciclos Combinados;528.8;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15072;1/11/2019 00:00;COST;CCOSTANG;ENDESA COSTANERA SA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TV;Térmica;Ciclos Combinados;322.2;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15073;1/11/2019 00:00;COST;CCOSTANG;ENDESA COSTANERA SA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TV;Térmica;Turbovapor;1131;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15074;1/11/2019 00:00;CPIEHI;CASAPIEG;CENTRAL CASA DE PIEDRA;COMAHUE;Comahue;HI;Hidráulica;Hidráulica;60;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15075;1/11/2019 00:00;CRIV;CTPATAGG;C.T. PATAGONICAS SA;PATAGONICA;Patagonia;TG;Térmica;Turbina a gas;73;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15076;1/11/2019 00:00;CSAR;CTCSARSG;CT CAPITAN SARMIENTO - SECCO;BUENOS AIRES;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;5;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15077;1/11/2019 00:00;CURU;CTCURU2G;CT CONC.DEL URUGUAY II-EMGASUD;LITORAL;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;21.12;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15078;1/11/2019 00:00;CURU;CTCURUGG;CT CONC.DEL URUGUAY - EMGASUD;LITORAL;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;20.67;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15079;1/11/2019 00:00;CVIEHI;CVIENTOG;HIDR.CUESTA DEL VIENTO - EPSE;CUYO;Cuyo;HR;Renovable;Hidráulica Renovable;10.55;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15080;1/11/2019 00:00;DFUN;EPECORDG;EPEC GENERACION;CENTRO;Centro;TG;Térmica;Turbina a gas;32;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15081;1/11/2019 00:00;DIADEO;HYCHICOG;HYCHICO P. EOLICO DIADEMA;PATAGONICA;Patagonia;EO;Renovable;Eólica;6.3;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15082;1/11/2019 00:00;DIQU;CTDIQUEG;CENTRAL DIQUE S.A.;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;55;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15083;1/11/2019 00:00;DSUD;CTDOCKSG;CENTRAL DOCK SUD;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TG;Térmica;Ciclos Combinados;512.9;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15084;1/11/2019 00:00;DSUD;CTDOCKSG;CENTRAL DOCK SUD;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;72;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15085;1/11/2019 00:00;DSUD;CTDOCKSG;CENTRAL DOCK SUD;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TV;Térmica;Ciclos Combinados;284.6;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15086;1/11/2019 00:00;EBAR;CTBARRAG;CT BARRAGAN - ENARSA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;567;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15087;1/11/2019 00:00;ELEP;ELEPCRUG;ELECTROPATAGONIA-C.RIV-C.COMB.;PATAGONICA;Patagonia;TG;Térmica;Ciclos Combinados;42;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15088;1/11/2019 00:00;ELEP;ELEPCRUG;ELECTROPATAGONIA-C.RIV-C.COMB.;PATAGONICA;Patagonia;TV;Térmica;Ciclos Combinados;21;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15089;1/11/2019 00:00;EMBA;NUCLEOEG;NUCLEOELECTRICA ARG. SA;CENTRO;Centro;NU;Nuclear;Nuclear;648;2019-12-23 17:37:36.054482;63;11;2019-11;2019
15090;1/11/2019 00:00;ENSE;LAPLATAC;LA PLATA COGENERACION SA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;128;2019-12-23 17:37:36.054482;63;11;2019-11;2019
